,class,Message
4902,ham,reaching another stops
4903,ham,mean post wrote like many times ritten stuff let sit feeling time angry left hit send stop checked phone got car said sleep bored would time clean fold laundry etc least make bed
4904,spam,warner village c colin farrell swat wkend warner village get free med popcornjust show msgticketkioskvalid c tc kiosk reply sony mre film offers
4905,ham,come online today night
4906,ham,anything special
4907,ham,solihull want anything
4908,ham,good day
4909,ham,regret inform nhs made mistakeu never actually bornplease report yor local hospital b terminatedwe r sorry inconvenience
4910,ham,love holiday monday feeling even go dentists hour
4911,ham,way tirupur
4912,spam,goal arsenal henry v liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins
4913,ham,already got flaky parent itsnot supposed childs job support parentnot ride age anyway supposed support hurt unintentional hurt nonetheless
4914,ham,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow
4915,ham,dropped omw back
4917,ham,sitting mu waiting everyone get suite take shower
4918,ham,call see facebook huh
4919,ham,g says never answer texts confirmdeny
4920,ham,common hearin r wat r day let ask something different smile today gud evng
4922,ham,oh yah never cancel leh haha
4923,ham,go e normal pilates intro
4924,ham,ok let noe leave house
4925,ham,oh yes like torture watching england
4926,ham,want art
4927,ham,hopeing wasnt pissed remember gone sisters something
4929,spam,hi sexychat girls waiting text text great night chatting send stop stop service
4930,ham,good morning boytoy yummy lips sexy buns think crave need
4931,ham,match startedindia ltgt
4932,ham,free call sir
4933,ham,hey want anything buy
4934,ham,hey babe going ever figure going new years
4935,ham,kkcongratulation
4936,ham,g wants know fuck
4937,ham,cancelled yeah baby well sounds important understand darlin give ring later fone love kate x
4938,ham,tomarrow want got court ltdecimalgt come bus stand
4939,ham,go home liao ask dad pick
4940,ham,omg make wedding chapel frontierville get good stuff
4941,ham,eatin lor goin back work soon e mountain deer show huh watch b liao nice
4942,ham,check maili mailed varma kept copy regarding membershiptake careinsha allah
4943,ham,wrong phone phone answer one assume people well
4944,ham,anyway think secure anything let know want drive south chill
4945,ham,already back home probably
4947,spam,hi amy sending free phone number couple days give access adult parties
4948,ham,bus way calicut
4949,ham,hi probably much fun get message thought id txt cos bored james farting night
4950,ham,hi baby sat bloody bus mo home want somethin later call later ortxt back jess xx
4951,spam,welcome select service added benefits call specially trained advisors free mobile dialling
4952,ham,lost pounds since doc visit last week woot woot going celebrate stuffing face
4953,ham,coming back dinner rite dad ask confirm wif
4954,ham,masters buy bb cos sale bf
4955,ham,ahhhhjust woken uphad bad dream though like right know anything comedy night guess
4956,ham,viveki got call number
4957,ham,call lunch
4958,ham,mean left early check cos working
4959,ham,want ltgt rs dado
4962,ham,want see pretty pussy
4963,spam,dear voucher holder next meal us use following link pc enjoy dining experiencewwvouchmecometlpdiningasp
4964,ham,people game mall iouri kaila
4965,spam,urgent trying contact todays draw shows prize guaranteed call land line claim valid hrs
4966,spam,donate unicefs asian tsunami disaster support fund texting donate added next bill
4967,ham,future planned tomorrow result today best present enjoy future
4968,ham,cme want go hos morow wil cme got dear say time
4969,ham,supposed meet discuss trip thought xuhui told afternoon thought go lesson
4970,ham,hey come online use msn
4971,ham,fine hope good take care
4972,ham,oops shower called hey parking garage collapsed university hospital see crazy stuff like happen
4973,ham,aiyo poor thing dun wan eat bathe already
4974,ham,yar tot knew dis would happen long ago already
4975,ham,gorgeous keep pix cumming thank
4977,ham,jade paul didnt txt remember barmed want talk txt
4978,ham,spending new years brother family let us plan meet next week ready spoiled
4979,ham,today
4980,ham,said okay sorry
4981,ham,slept thinkthis time ltgt pm dangerous
4982,ham,networking job
4983,spam,goldviking inviting friend reply yes see wwwsmsacugoldviking stop send stop frnd
4984,ham,let studying stress lr
4985,ham,haf keep busy
4986,ham,rushing working school rush go hungry
4987,ham,channel
4988,ham,telling coulda real valentine never pick nothing
4989,spam,phony award todays voda numbers ending xxxx selected receive award match please call quoting claim code standard rates app
4990,ham,made eta taunton planned hope thats still okday good see xx
4991,ham,hungry buy smth home
4992,ham,hey kate
4993,ham,drive read need write
4994,ham,looked addie goes back monday sucks
4995,ham,happy new year hope good semester
4996,ham,esplanade lor else
4997,ham,talk
4998,ham,hmph go head big baller
4999,ham,well like actually called someone punto would worse
5000,ham,nope since ayo travelled forgotten guy
5001,ham,still around looking pick later
5002,spam,cds congratulations awarded cd gift vouchers gift guaranteed freeentry wkly draw xt music tncs wwwldewcomwinppmxage
5003,ham,someone year ltgt toyota camry like mr olayiwolas mileage ltgt kits clean need know much sell raise dough soon landing sell holla back
5004,ham,guess pub happy pig clover whatever saying
5005,ham,ill b soon
5006,ham,oh k come tomorrow
5007,ham,go fool cheat others ok
5008,ham,mobile numberpls sms mail idconvey regards achan ammarakheshqatar
5009,ham,way rencontre meet mountains
5010,spam,guaranteed cash prize claim yr prize call customer service representative ampm cost p
5011,ham,attend driving lesson many times wk n day
5012,ham,uncle g checking rewarding month
5013,ham,hello boytoy geeee missing today like send tm remind thinking loved loving kiss
5014,ham,think two still need get cash def ready
5015,ham,hey galsu want meet dinner nte
5017,ham,babe talking think good boy missing love
5018,ham,great office today
5019,ham,cool last little getting time soon
5020,ham,sad puppy noise
5021,ham,yes possible dint try pls tell one k
5022,ham,anyway holla whenever around need excuse go creep people sarasota
5023,ham,happen
5024,ham,going ask lol think
5025,spam,cashbalance currently pounds maximize cashin send go pmeg cc hgsuitelands rowwjhl
5026,spam,private account statement shows unredeemed sim points call identifier codexx expires
5027,ham,go chase run crossing street
5028,spam,id like tell deepest darkest fantasies call pmin stop texts call nat rate
5030,ham,hey inconvenient sis huh
5031,ham,ok vldo know got adsense approved
5032,ham,really good see day dudette missing
5033,ham,want go perumbavoor
5034,ham,many times told stage use laugh listen aha
5036,ham,hear
5037,ham,thanks talk saturday dear cherish brother role model
5038,ham,pls clarify back open return ticket preponed go back kerala
5039,spam,natalie f inviting friend reply yes see wwwsmsacunataliek stop send stop frnd
5040,ham,ran younger man make pretty babies together
5041,spam,jamster get free wallpaper text heart tc apply need help call
5042,ham,ic lol play doors sometime yo
5043,ham,know dad said coming home bring us lunch yup go w lor call reach school lor
5045,ham,desires going doctor liver get bit stylish get hair managed
5046,ham,hmmmstill opener
5047,ham,yeah basically time next week get away mom amp get
5049,ham,vote wherever heart guides
5050,ham,sis lor juz watched italian job
5051,ham,tick tick tick could die loneliness know pouts stomps feet need
5052,ham,lmao know well
5054,ham,train back northampton afraid staying skyving today ho ho around wednesday though fancy comedy club week way
5055,ham,goodnight da thangam really miss dear
5056,ham,hey next sun basic yoga course bugis go pilates intro next sat tell time r free
5057,ham,geeeee internet really bad today eh
5058,spam,free video camera phones half price line rental mths cross ntwk mins txts call mobileupd calloptout
5059,ham,think disturbing da
5060,ham,sorry ill call later meeting sir
5061,ham,stuck orchard dads car going dinner leh r free tonight
5062,ham,ok also wan watch e pm show
5063,ham,know lei like dun haf
5064,ham,brother transfered ltgt ltgt pa
5065,ham,calls later afternoon onwords mtnl service get problem south mumbai hear cannt listen
5066,spam,uk break accommodationvouchers terms conditions apply claim mustprovide claim number
5067,ham,talk g x
5068,ham,hai dear friends new amp present number rajitha raj ranju
5069,spam,p alfie moons children need song mob tell ms txt tone charity nokias poly charity polys zed profit charity
5070,ham,different styles
5071,spam,win shopping spree every week starting play text store skilgme tscs winawk age perweeksub
5072,ham,gud ni dearslp welltake careswt dreamsmuah
5074,spam,nd attempt contract weeks top prize either cash prize call
5075,ham,well glad find totally disagreeable lol
5076,ham,guy flash go call call madam take care oh
5077,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
5078,ham,mark works tomorrow gets work house meet afterwards
5079,ham,keep problems heart
5080,ham,yeah give call got minute
5081,ham,hi babe uawakefeellikw shitjustfound via aletter thatmum gotmarried thnovbehind ourbacks fuckinniceselfish
5082,ham,amazing rearrange letters gives meaning dormitory dirty room astronomer moon starer eyes see election results lies let us recount motherinlaw woman hitler eleven plus two twelve plus one amazing
5083,ham,aiya discuss later lar pick
5084,ham,hey happy birthday
5085,ham,sorry missed call please call back
5086,ham,omg one thing another cat worms bad day end
5087,ham,good morning suffering fever dysentry able come office today
5088,ham,anything de
5089,ham,type stuff sing
5090,ham,st andre virgils cream
5092,ham,fri ah okie lor goin drivin den go shoppin tt
5093,ham,gokila talking aha
5094,ham,hi shanil rakhesh herethanks exchanged uncut diamond stuffleaving back excellent service dino prem
5095,ham,kkthis month kotees birthday know
5096,ham,really really broke oh amount small even ltgt
